action_id,frame_filename,image_path,team,number,raw_class,x_feet,y_feet,bbox_x,bbox_y,bbox_w,bbox_h
azione_01,out13_frame_0060_png.rf.5f37ba5189540559a8ea22856124df33.jpg,datasets\azione_01\train\out13_frame_0060_png.rf.5f37ba5189540559a8ea22856124df33.jpg,Ref,-,Refree_F,2353.61,1005.89,2335,872,37.22,133.89
azione_01,out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,datasets\azione_01\train\out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,Red,12,Red_12,3062.79,1328.47,3022,1122,81.58,206.47
azione_01,out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,datasets\azione_01\train\out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,White,25,White_25,3069.35,1302.68,3021,1121,96.7,181.68
azione_01,out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,datasets\azione_01\train\out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,White,27,White_27,2974.51,1271.03,2933,1088,83.02,183.03
azione_01,out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,datasets\azione_01\train\out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,Red,0,Red_0,2990.55,1295.23,2953,1105,75.1,190.23
azione_01,out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,datasets\azione_01\train\out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,White,34,White_34,2937.39,1190.95,2902,1009,70.78,181.95
azione_01,out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,datasets\azione_01\train\out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,White,16,White_16,3197.445,1408.93,3151,1217,92.89,191.93
azione_01,out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,datasets\azione_01\train\out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,Ref,-,Refree_M,3491.275,1330.49,3460,1151,62.55,179.49
azione_01,out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,datasets\azione_01\train\out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,Red,11,Red_11,3304.21,1514.37,3243,1329,122.42,185.37
azione_01,out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,datasets\azione_01\train\out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,Ref,-,Refree_F,2354.7,1005.39,2335,872,39.4,133.39
azione_01,out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,datasets\azione_01\train\out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,Red,16,Red_16,2634.11,1141.66,2589,965,90.22,176.66
azione_01,out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,datasets\azione_01\train\out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,White,13,White_13,2731.735,1089.01,2700,936,63.47,153.01
azione_01,out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,datasets\azione_01\train\out13_frame_0061_png.rf.8475d2f896ee1f26b7a1dc7bb15624ed.jpg,Red,2,Red_2,2635.22,1031.3,2613,890,44.44,141.3
azione_01,out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,datasets\azione_01\train\out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,Ball,-,Ball,3270.215,1421.11,3257,1391,26.43,30.11
azione_01,out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,datasets\azione_01\train\out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,White,27,White_27,2974.495,1272.15,2929,1086,90.99,186.15
azione_01,out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,datasets\azione_01\train\out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,Red,0,Red_0,3022.385,1298.44,2988,1108,68.77,190.44
azione_01,out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,datasets\azione_01\train\out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,Red,12,Red_12,3063.615,1324.77,3021,1123,85.23,201.77
azione_01,out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,datasets\azione_01\train\out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,White,25,White_25,3073.81,1303.83,3022,1123,103.62,180.83
azione_01,out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,datasets\azione_01\train\out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,White,34,White_34,2931.91,1191.98,2901,1010,61.82,181.98
azione_01,out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,datasets\azione_01\train\out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,White,16,White_16,3202.51,1412.7,3155,1225,95.02,187.7
azione_01,out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,datasets\azione_01\train\out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,Red,11,Red_11,3303.265,1512.3600000000001,3243,1314,120.53,198.36
azione_01,out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,datasets\azione_01\train\out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,Ref,-,Refree_M,3494.64,1331.6399999999999,3463,1155,63.28,176.64
azione_01,out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,datasets\azione_01\train\out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,White,13,White_13,2751.04,1087.02,2721,937,60.08,150.02
azione_01,out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,datasets\azione_01\train\out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,Red,16,Red_16,2614.615,1140.46,2572,961,85.23,179.46
azione_01,out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,datasets\azione_01\train\out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,Red,2,Red_2,2638.035,1020.97,2609,887,58.07,133.97
azione_01,out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,datasets\azione_01\train\out13_frame_0062_png.rf.d2804b1a64eda39aa4e3686826d27757.jpg,Ref,-,Refree_F,2353.2,1003.83,2335,870,36.4,133.83
azione_01,out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,datasets\azione_01\train\out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,Red,11,Red_11,3244.765,1518.5,3186,1299,117.53,219.5
azione_01,out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,datasets\azione_01\train\out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,Ball,-,Ball,3175.585,1456.89,3162,1427,27.17,29.89
azione_01,out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,datasets\azione_01\train\out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,White,16,White_16,3204.525,1414.43,3150,1245,109.05,169.43
azione_01,out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,datasets\azione_01\train\out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,Ref,-,Refree_M,3499.645,1347.12,3464,1158,71.29,189.12
azione_01,out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,datasets\azione_01\train\out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,Red,12,Red_12,3071.905,1324.78,3030,1121,83.81,203.78
azione_01,out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,datasets\azione_01\train\out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,White,34,White_34,2929.755,1185.96,2897,1012,65.51,173.96
azione_01,out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,datasets\azione_01\train\out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,Red,0,Red_0,3047.63,1299.95,3009,1103,77.26,196.95
azione_01,out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,datasets\azione_01\train\out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,Red,16,Red_16,2576.18,1153.48,2523,974,106.36,179.48
azione_01,out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,datasets\azione_01\train\out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,Red,2,Red_2,2641.205,1035.22,2615,890,52.41,145.22
azione_01,out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,datasets\azione_01\train\out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,White,13,White_13,2751.585,1090.59,2717,940,69.17,150.59
azione_01,out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,datasets\azione_01\train\out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,Ref,-,Refree_F,2353.715,1005.89,2333,870,41.43,135.89
azione_01,out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,datasets\azione_01\train\out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,White,27,White_27,2990.24,1269.06,2934,1090,112.48,179.06
azione_01,out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,datasets\azione_01\train\out13_frame_0063_png.rf.116fff864cc63e15ea54f11661918b77.jpg,White,25,White_25,3067.73,1303.73,3025,1117,85.46,186.73
azione_01,out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,datasets\azione_01\train\out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,White,25,White_25,3062.86,1302.8,3016,1115,93.72,187.8
azione_01,out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,datasets\azione_01\train\out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,Red,0,Red_0,3058.295,1294.33,3011,1107,94.59,187.33
azione_01,out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,datasets\azione_01\train\out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,White,27,White_27,2995.81,1276.54,2930,1108,131.62,168.54
azione_01,out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,datasets\azione_01\train\out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,Red,12,Red_12,3078.565,1328.73,3031,1131,95.13,197.73
azione_01,out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,datasets\azione_01\train\out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,Ball,-,Ball,3135.78,1400.32,3122,1369,27.56,31.32
azione_01,out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,datasets\azione_01\train\out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,Red,11,Red_11,3189.025,1500.17,3122,1274,134.05,226.17
azione_01,out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,datasets\azione_01\train\out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,White,16,White_16,3205.14,1419.7,3149,1230,112.28,189.7
azione_01,out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,datasets\azione_01\train\out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,Ref,-,Refree_M,3502.07,1348.8899999999999,3463,1161,78.14,187.89
azione_01,out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,datasets\azione_01\train\out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,White,34,White_34,2909.515,1176.96,2865,1006,89.03,170.96
azione_01,out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,datasets\azione_01\train\out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,White,13,White_13,2754.755,1092.8,2725,937,59.51,155.8
azione_01,out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,datasets\azione_01\train\out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,Red,2,Red_2,2636.62,1032.47,2608,885,57.24,147.47
azione_01,out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,datasets\azione_01\train\out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,Red,16,Red_16,2547.38,1159.56,2493,982,108.76,177.56
azione_01,out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,datasets\azione_01\train\out13_frame_0064_png.rf.e0ddf990b37c87578d370d3c8b6ae879.jpg,Ref,-,Refree_F,2352.44,1004.01,2334,870,36.88,134.01
azione_01,out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,datasets\azione_01\train\out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,Ball,-,Ball,3082.705,1340.16,3068,1309,29.41,31.16
azione_01,out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,datasets\azione_01\train\out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,White,27,White_27,3013.775,1269.06,2946,1095,135.55,174.06
azione_01,out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,datasets\azione_01\train\out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,Red,0,Red_0,3078.56,1274.07,3030,1091,97.12,183.07
azione_01,out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,datasets\azione_01\train\out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,White,25,White_25,3075.695,1287.27,3020,1129,111.39,158.27
azione_01,out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,datasets\azione_01\train\out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,Red,12,Red_12,3098.925,1305.52,3058,1143,81.85,162.52
azione_01,out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,datasets\azione_01\train\out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,White,16,White_16,3145.735,1395.77,3107,1210,77.47,185.77
azione_01,out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,datasets\azione_01\train\out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,Red,11,Red_11,3100.245,1462.68,3054,1242,92.49,220.68
azione_01,out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,datasets\azione_01\train\out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,Ref,-,Refree_M,3502.055,1350.92,3460,1164,84.11,186.92
azione_01,out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,datasets\azione_01\train\out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,White,34,White_34,2894.12,1176.49,2847,1010,94.24,166.49
azione_01,out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,datasets\azione_01\train\out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,Red,16,Red_16,2538.505,1163.1399999999999,2486,987,105.01,176.14
azione_01,out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,datasets\azione_01\train\out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,White,13,White_13,2757.79,1091.88,2728,942,59.58,149.88
azione_01,out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,datasets\azione_01\train\out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,Red,2,Red_2,2625.29,1028.3899999999999,2594,886,62.58,142.39
azione_01,out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,datasets\azione_01\train\out13_frame_0065_png.rf.7c05e63b351b8848fd8d8e65d2ff36d1.jpg,Ref,-,Refree_F,2353.4,1002.97,2335,870,36.8,132.97
azione_01,out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,datasets\azione_01\train\out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,Ball,-,Ball,2975.475,1323.19,2962,1294,26.95,29.19
azione_01,out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,datasets\azione_01\train\out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,Red,16,Red_16,2528.72,1178.26,2479,1004,99.44,174.26
azione_01,out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,datasets\azione_01\train\out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,Red,11,Red_11,3021.965,1399.8600000000001,2959,1210,125.93,189.86
azione_01,out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,datasets\azione_01\train\out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,White,16,White_16,3103.68,1394.66,3042,1166,123.36,228.66
azione_01,out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,datasets\azione_01\train\out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,Red,12,Red_12,3111.605,1347.01,3064,1168,95.21,179.01
azione_01,out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,datasets\azione_01\train\out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,White,25,White_25,3098.415,1291.35,3053,1128,90.83,163.35
azione_01,out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,datasets\azione_01\train\out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,White,27,White_27,3039.515,1250.05,2996,1071,87.03,179.05
azione_01,out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,datasets\azione_01\train\out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,Red,0,Red_0,3101.195,1272.03,3070,1095,62.39,177.03
azione_01,out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,datasets\azione_01\train\out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,Ref,-,Refree_F,2353.825,1005.71,2334,872,39.65,133.71
azione_01,out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,datasets\azione_01\train\out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,Red,2,Red_2,2619.44,1030.92,2591,886,56.88,144.92
azione_01,out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,datasets\azione_01\train\out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,White,13,White_13,2756.965,1092.17,2726,937,61.93,155.17
azione_01,out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,datasets\azione_01\train\out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,White,34,White_34,2886.105,1172.57,2844,1004,84.21,168.57
azione_01,out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,datasets\azione_01\train\out13_frame_0066_png.rf.470435f4a915eba9f11167c2005c0657.jpg,Ref,-,Refree_M,3503.075,1351.19,3465,1163,76.15,188.19
azione_01,out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,datasets\azione_01\train\out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,Ball,-,Ball,2921.03,1285.99,2907,1255,28.06,30.99
azione_01,out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,datasets\azione_01\train\out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,Red,11,Red_11,2963.37,1374.46,2920,1167,86.74,207.46
azione_01,out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,datasets\azione_01\train\out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,White,16,White_16,3029.095,1348.81,2958,1150,142.19,198.81
azione_01,out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,datasets\azione_01\train\out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,White,34,White_34,2880.325,1173.0,2840,1007,80.65,166.0
azione_01,out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,datasets\azione_01\train\out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,White,25,White_25,3103.225,1294.63,3057,1127,92.45,167.63
azione_01,out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,datasets\azione_01\train\out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,White,27,White_27,3067.815,1233.32,3036,1078,63.63,155.32
azione_01,out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,datasets\azione_01\train\out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,Red,0,Red_0,3124.63,1258.18,3098,1092,53.26,166.18
azione_01,out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,datasets\azione_01\train\out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,Red,12,Red_12,3136.565,1357.54,3097,1179,79.13,178.54
azione_01,out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,datasets\azione_01\train\out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,Red,16,Red_16,2522.32,1178.97,2478,997,88.64,181.97
azione_01,out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,datasets\azione_01\train\out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,Red,2,Red_2,2609.16,1031.97,2586,884,46.32,147.97
azione_01,out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,datasets\azione_01\train\out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,Ref,-,Refree_F,2352.975,1005.71,2333,874,39.95,131.71
azione_01,out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,datasets\azione_01\train\out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,White,13,White_13,2751.0,1086.42,2715,938,72.0,148.42
azione_01,out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,datasets\azione_01\train\out13_frame_0067_png.rf.3aaa6c1c7864b5445687553a82d707c8.jpg,Ref,-,Refree_M,3497.62,1349.99,3464,1161,67.24,188.99
azione_01,out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,datasets\azione_01\train\out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,Ball,-,Ball,2908.955,1231.93,2897,1205,23.91,26.93
azione_01,out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,datasets\azione_01\train\out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,Ref,-,Refree_F,2359.975,1006.14,2335,873,49.95,133.14
azione_01,out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,datasets\azione_01\train\out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,Red,16,Red_16,2508.75,1194.1,2462,1003,93.5,191.1
azione_01,out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,datasets\azione_01\train\out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,Red,2,Red_2,2590.01,1034.7,2561,890,58.02,144.7
azione_01,out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,datasets\azione_01\train\out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,White,13,White_13,2738.915,1085.83,2701,941,75.83,144.83
azione_01,out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,datasets\azione_01\train\out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,Ref,-,Refree_M,3495.91,1346.51,3465,1156,61.82,190.51
azione_01,out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,datasets\azione_01\train\out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,Red,12,Red_12,3158.515,1389.02,3119,1190,79.03,199.02
azione_01,out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,datasets\azione_01\train\out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,Red,11,Red_11,2917.6,1315.59,2879,1147,77.2,168.59
azione_01,out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,datasets\azione_01\train\out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,Red,0,Red_0,3138.315,1260.71,3109,1086,58.63,174.71
azione_01,out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,datasets\azione_01\train\out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,White,34,White_34,2849.72,1174.46,2800,1018,99.44,156.46
azione_01,out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,datasets\azione_01\train\out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,White,16,White_16,2972.74,1319.38,2940,1122,65.48,197.38
azione_01,out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,datasets\azione_01\train\out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,White,27,White_27,3078.335,1254.3600000000001,3029,1083,98.67,171.36
azione_01,out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,datasets\azione_01\train\out13_frame_0068_png.rf.cc53d3cdd56fe74f9af4c40052b97731.jpg,White,25,White_25,3103.295,1307.41,3065,1128,76.59,179.41
azione_01,out13_frame_0069_png.rf.839404aa42a34b31f4c22f9ef9e1880f.jpg,datasets\azione_01\train\out13_frame_0069_png.rf.839404aa42a34b31f4c22f9ef9e1880f.jpg,Ref,-,Refree_F,2364.21,1006.2,2332,875,64.42,131.2
azione_01,out13_frame_0069_png.rf.839404aa42a34b31f4c22f9ef9e1880f.jpg,datasets\azione_01\train\out13_frame_0069_png.rf.839404aa42a34b31f4c22f9ef9e1880f.jpg,Red,16,Red_16,2501.635,1195.8899999999999,2455,1014,93.27,181.89
azione_01,out13_frame_0069_png.rf.839404aa42a34b31f4c22f9ef9e1880f.jpg,datasets\azione_01\train\out13_frame_0069_png.rf.839404aa42a34b31f4c22f9ef9e1880f.jpg,Ball,-,Ball,2813.495,1142.03,2802,1117,22.99,25.03
